"incubation_time_days","alpha","FL_ppm","deltaH_ppm","F0_ppm","Ft_ppm","growth_rate_day","growth_rate_year","TG_days","TG_years","growth_rate_error_day","growth_rate_error_year","TG_error_days","TG_error_years","growth_rate_SNR","Detection_Limit"
860,0.56,3700,15.6,95,110.6,9.21167466557779e-06,0.00336226125293589,75246.5980100339,206.155063041189,1.79965352517793e-06,0.000656873536689944,14700.6717326257,40.2758129660979,5.11858229192591,"Above"
860,0.56,3700,156,95,251,9.55752830732662e-05,0.0348849783217422,7252.36858601393,19.8695029753806,1.88601192631452e-05,0.006883943531048,1431.1287612683,3.92090071580356,5.0675863572099,"Above"
860,0.56,3700,1555,95,1650,0.00179573315015652,0.655442599807129,385.996761545294,1.0575253740967,0.000811023289252523,0.296023500577171,174.331226865195,0.47761979963067,2.21415731700078,"Above"
860,0.56,10000,1.56,95,96.56,3.29556867369977e-07,0.000120288256590042,2103270.32809723,5762.38446054034,1.60966733646546e-07,5.87528577809894e-05,1027308.45025733,2814.54369933514,2.04736009673666,"Above"
860,0.56,10000,15.6,95,110.6,3.29977935259978e-06,0.00120441946369892,210058.645289067,575.503137778267,6.19532840055923e-07,0.000226129486620412,39438.4639662965,108.050586209032,5.32623799620036,"Above"
860,0.56,10000,156,95,251,3.34269100296863e-05,0.0122008221608355,20736.202656613,56.8115141277069,6.1717327335047e-06,0.00225268244772921,3828.60098617397,10.4893177703397,5.4161305216962,"Above"
860,0.56,10000,1555,95,1650,0.000385978129373968,0.140882017221498,1795.81983488076,4.92005434213908,8.32834023261777e-05,0.0303984418490548,387.488239440624,1.06161161490582,4.63451442416213,"Above"
860,0.56,1e+05,1.56,95,96.56,3.24475234335404e-08,1.18433460532422e-05,21362098.1576502,58526.2963223294,1.58114705597735e-08,5.77118675431734e-06,10409613.750846,28519.4897283452,2.05215089329459,"Above"
860,0.56,1e+05,15.6,95,110.6,3.2451598651553e-07,0.000118448335078169,2135941.55407433,5851.89466869679,5.98912042294006e-08,2.18602895437312e-05,394199.72251816,1079.99923977578,5.41842480362459,"Above"
860,0.56,1e+05,156,95,251,3.24924260431169e-06,0.00118597355057377,213325.770024113,584.454164449624,5.82216115550505e-07,0.000212508882175934,38224.8161480604,104.725523693316,5.58081873298788,"Above"
860,0.56,1e+05,1555,95,1650,3.28014046885035e-05,0.0119725127113038,21131.6310122196,57.8948794855332,5.95099953494803e-06,0.00217211483025603,3833.8091774005,10.5035867873986,5.51191518262989,"Above"
860,0.76,3700,1.56,95,96.56,6.67822760392492e-07,0.000243755307543259,1037920.87013113,2843.61882227706,3.16632089237191e-07,0.000115570712571575,492105.200756192,1348.23342672929,2.10914428162151,"Above"
860,0.76,3700,15.6,95,110.6,6.69555034846976e-06,0.00244387587719146,103523.555866974,283.626180457463,9.81614137634207e-07,0.000358289160236485,15177.271580134,41.5815659729698,6.82095957237,"Above"
860,0.76,3700,156,95,251,6.87564223567703e-05,0.0250960941602212,10081.1990618603,27.6197234571516,9.85190569935387e-06,0.00359594558026416,1444.50538712596,3.95754900582455,6.97899720673125,"Above"
860,0.76,3700,1555,95,1650,0.000987657758156385,0.36049508172708,701.809077927774,1.9227645970624,0.000216328138052672,0.0789597703892252,153.718279275176,0.421145970616922,4.56555382506879,"Above"
860,0.76,10000,1.56,95,96.56,2.41724455693645e-07,8.82294263281804e-05,2867509.53092815,7856.19049569355,1.14230420255061e-07,4.16941033930973e-05,1355083.48902211,3712.55750417017,2.11611281087741,"Above"
860,0.76,10000,15.6,95,110.6,2.41950880709044e-06,0.000883120714588009,286482.602802957,784.883843295772,3.41728710635311e-07,0.000124730979381889,40462.4815534483,110.856113845064,7.08020348244168,"Above"
860,0.76,10000,156,95,251,2.44246692310362e-05,0.0089150042693282,28378.979219877,77.7506279996631,3.30021632083256e-06,0.00120457895710389,3834.51540342654,10.5055216532234,7.40092977446837,"Above"
860,0.76,10000,1555,95,1650,0.000269974704102194,0.0985407669973008,2567.45232063507,7.03411594694541,4.06085012769812e-05,0.0148221029660981,386.18577687794,1.05804322432312,6.64823117358503,"Above"
860,0.76,1e+05,1.56,95,96.56,2.38979267348985e-08,8.72274325823797e-06,29004490.148835,79464.3565721507,1.12805980430952e-08,4.11741828572976e-06,13691061.925306,37509.7586994686,2.11849820759515,"Above"
860,0.76,1e+05,15.6,95,110.6,2.39001372219111e-07,8.72355008599755e-05,2900180.75680538,7945.70070357638,3.33023548360917e-08,1.21553595151735e-05,404110.017257108,1107.15073221126,7.17671087811759,"Above"
860,0.76,1e+05,156,95,251,2.39222721217464e-06,0.000873162932443742,289749.726544514,793.834867245243,3.15680499970339e-07,0.000115223382489174,38235.6400246332,104.75517814968,7.57800121451723,"Above"
860,0.76,1e+05,1555,95,1650,2.40684714866447e-05,0.0087849920926253,28798.9696788417,78.9012867913471,3.20402326673701e-06,0.00116946849235901,3833.75275659959,10.5034322098619,7.5119527802793,"Above"
870,0.56,3700,1.56,95,96.56,9.0734004381458e-07,0.000331179115992322,763933.197135069,2092.96766338375,4.45718843210092e-07,0.000162687377771684,375272.119023123,1028.14279184417,2.03567800113602,"Above"
870,0.56,3700,15.6,95,110.6,9.10579334758264e-06,0.00332361457186767,76121.558452011,208.552214937016,1.77896785247473e-06,0.000649323266153278,14871.6097760284,40.7441363726804,5.11858229192591,"Above"
870,0.56,3700,156,95,251,9.44767166011597e-05,0.0344840015594233,7336.69845329316,20.1005437076525,1.86433362831091e-05,0.00680481774333481,1447.76979337607,3.96649258459197,5.0675863572099,"Above"
870,0.56,3700,1555,95,1650,0.00177509253923518,0.64790877682084,390.485095981867,1.06982218077224,0.000801701182479505,0.292620931605019,176.358334154325,0.483173518231026,2.21415731700078,"Above"
870,0.56,10000,1.56,95,96.56,3.25768857400207e-07,0.000118905632951076,2127726.95981929,5829.38893101174,1.59116541305782e-07,5.80775375766103e-05,1039253.89735334,2847.27095165299,2.04736009673666,"Above"
870,0.56,10000,15.6,95,110.6,3.26185085429403e-06,0.00119057556181732,212501.18767615,582.195034729177,6.12411772928844e-07,0.000223530297119028,39897.0507566023,109.306988374253,5.32623799620036,"Above"
870,0.56,10000,156,95,251,3.30426926730232e-05,0.0120605828256535,20977.321292155,57.4721131291919,6.10079327679775e-06,0.00222678954603118,3873.11960229228,10.6112865816227,5.4161305216962,"Above"
870,0.56,10000,1555,95,1650,0.000381541599151279,0.139262683690217,1816.70146086775,4.97726427635,8.23261218396699e-05,0.0300490344714795,391.993916643422,1.07395593600938,4.63451442416213,"Above"
870,0.56,1e+05,1.56,95,96.56,3.20745633940744e-08,1.17072156388371e-05,21610494.6478555,59206.8346516588,1.56297295188566e-08,5.70485127438266e-06,10530655.7712047,28851.1117019306,2.05215089329459,"Above"
870,0.56,1e+05,15.6,95,110.6,3.20785917705007e-07,0.000117086859962327,2160778.08377287,5919.9399555421,5.92027995830857e-08,2.16090218478263e-05,398783.44022186,1092.55737047085,5.41842480362459,"Above"
870,0.56,1e+05,156,95,251,3.21189498817018e-06,0.00117234167068212,215806.302233695,591.250143106015,5.75523976291304e-07,0.000210066251346326,38669.2907544332,105.943262340913,5.58081873298788,"Above"
870,0.56,1e+05,1555,95,1650,3.24243770484057e-05,0.0118348976226681,21377.3476518966,58.5680757586208,5.88259724144288e-06,0.00214714799312665,3878.3883538819,10.6257215174847,5.51191518262989,"Above"
870,0.76,3700,1.56,95,96.56,6.60146636709819e-07,0.000240953522399084,1049989.71745823,2876.68415741981,3.12992639935614e-07,0.000114242313576499,497827.354253357,1363.91055959824,2.10914428162151,"Above"
870,0.76,3700,15.6,95,110.6,6.61858999963677e-06,0.00241578534986742,104727.318144497,286.924159299991,9.70331216511974e-07,0.000354170894026871,15353.7514822285,42.0650725540508,6.82095957237,"Above"
870,0.76,3700,156,95,251,6.79661186515201e-05,0.0248076333078048,10198.4223067657,27.9408830322347,9.738665403959e-06,0.00355461287244503,1461.30196139487,4.00356701752019,6.97899720673125,"Above"
870,0.76,3700,1555,95,1650,0.000976305370131599,0.356351460098034,709.969648601353,1.94512232493521,0.000213841607730227,0.078052186821533,155.505701127213,0.426043016786886,4.56555382506879,"Above"
870,0.76,10000,1.56,95,96.56,2.38946013674178e-07,8.72152949910749e-05,2900852.66500871,7947.54154796906,1.12917426918796e-07,4.12148608253605e-05,1370840.27377818,3755.72677747447,2.11611281087741,"Above"
870,0.76,10000,15.6,95,110.6,2.39169836103192e-06,0.000872969901776653,289813.795858805,794.010399613165,3.37800794421112e-07,0.000123297289963706,40932.975525,112.145138424658,7.08020348244168,"Above"
870,0.76,10000,156,95,251,2.41439259065415e-05,0.00881253295588765,28708.9673503407,78.6547050694266,3.26228279990345e-06,0.00119073322196476,3879.10279183847,10.6276788817492,7.40092977446836,"Above"
870,0.76,10000,1555,95,1650,0.000266871546583778,0.097408114503079,2597.30641738664,7.11590799284012,4.01417368944872e-05,0.0146517339664878,390.676309167218,1.07034605251293,6.64823117358503,"Above"
870,0.76,1e+05,1.56,95,96.56,2.36232379218537e-08,8.62248184147661e-06,29341751.6621935,80388.3607183385,1.11509359966229e-08,4.07009163876735e-06,13850260.3197863,37945.9186843462,2.11849820759514,"Above"
870,0.76,1e+05,15.6,95,110.6,2.36254230009696e-07,8.6232793953539e-05,2933903.78886125,8038.09257222262,3.29195691483205e-08,1.2015642739137e-05,408808.970946144,1120.02457793464,7.1767108781176,"Above"
870,0.76,1e+05,156,95,251,2.36473034766688e-06,0.000863126576898412,293118.90941131,803.065505236467,3.12051988476427e-07,0.000113898975793896,38680.2404900359,105.973261616537,7.57800121451723,"Above"
870,0.76,1e+05,1555,95,1650,2.3791822389097e-05,0.00868401517202041,29133.8414192933,79.8187436145023,3.16719541309636e-06,0.00115602632578017,3878.33127702516,10.6255651425347,7.5119527802793,"Above"
880,0.56,3700,1.56,95,96.56,8.97029361498505e-07,0.000327415716946954,772714.038481449,2117.02476296287,4.40653856355432e-07,0.000160838657569733,379585.591655572,1039.96052508376,2.03567800113602,"Above"
880,0.56,3700,15.6,95,110.6,9.0023184231783e-06,0.00328584622446008,76996.5188939882,210.949366832844,1.75875230869661e-06,0.000641944592674263,15042.547819431,41.212459779263,5.11858229192591,"Above"
880,0.56,3700,156,95,251,9.34031175488738e-05,0.034092137905339,7421.0283205724,20.3315844399244,1.84314801889828e-05,0.00672749026897873,1464.41082548384,4.01208445338039,5.0675863572099,"Above"
880,0.56,3700,1555,95,1650,0.00175492103310751,0.64054617708424,394.973430418441,1.08211898744778,0.000792590941769511,0.289295693745871,178.385441443455,0.488727236831383,2.21415731700078,"Above"
880,0.56,10000,1.56,95,96.56,3.22066938566114e-07,0.000117554432576632,2152183.59154135,5896.39340148314,1.57308398790943e-07,5.74175655586942e-05,1051199.34444936,2879.99820397084,2.04736009673666,"Above"
880,0.56,10000,15.6,95,110.6,3.22478436731342e-06,0.0011770462940694,214943.730063232,588.886931680087,6.0545254823647e-07,0.000220990180106312,40355.6375469081,110.563390539474,5.32623799620036,"Above"
880,0.56,10000,156,95,251,3.26672075290116e-05,0.0119235307480892,21218.439927697,58.1327121306768,6.0314660804705e-06,0.00220148511937173,3917.63821841058,10.7332553929057,5.4161305216962,"Above"
880,0.56,10000,1555,95,1650,0.000377205899160923,0.137680153193737,1837.58308685473,5.03447421056091,8.13905977278555e-05,0.0297075681706672,396.49959384622,1.08630025711293,4.63451442416213,"Above"
880,0.56,1e+05,1.56,95,96.56,3.17100797191417e-08,1.15741790974867e-05,21858891.1380607,59887.3729809882,1.54521189561423e-08,5.64002341899194e-06,10651697.7915633,29182.733675516,2.05215089329459,"Above"
880,0.56,1e+05,15.6,95,110.6,3.17140623185632e-07,0.000115756327462756,2185614.61347141,5987.98524238741,5.85300404969142e-08,2.13634647813737e-05,403367.157925559,1105.11550116592,5.41842480362459,"Above"
880,0.56,1e+05,156,95,251,3.17539618148643e-06,0.00115901960624255,218286.834443278,598.046121762406,5.68983931106175e-07,0.000207679134853754,39113.765360806,107.161000988509,5.58081873298788,"Above"
880,0.56,1e+05,1555,95,1650,3.20559182183102e-05,0.0117004101496832,21623.0642915735,59.2412720317083,5.8157495455174e-06,0.00212274858411385,3922.9675303633,10.7478562475707,5.51191518262989,"Above"
880,0.76,3700,1.56,95,96.56,6.52644970383571e-07,0.000238215414190003,1062058.56478534,2909.74949256257,3.09435905390891e-07,0.000112944105467675,503549.507750522,1379.58769246718,2.10914428162151,"Above"
880,0.76,3700,15.6,95,110.6,6.5433787496409e-06,0.00238833324361893,105931.08042202,290.22213814252,9.59304725415247e-07,0.000350146224776565,15530.2313843231,42.5485791351318,6.82095957237,"Above"
880,0.76,3700,156,95,251,6.71937763941164e-05,0.0245257283838525,10315.645551671,28.2620426073179,9.62799875164128e-06,0.00351421954434907,1478.09853566378,4.04958502921582,6.97899720673125,"Above"
880,0.76,3700,1555,95,1650,0.000965210990925558,0.352302011687829,718.130219274932,1.96748005280803,0.000211411589460566,0.0771652301531065,157.29312297925,0.43094006295685,4.56555382506879,"Above"
880,0.76,10000,1.56,95,96.56,2.36230718064244e-07,8.6224212093449e-05,2934195.79908927,8038.89260024456,1.11634274340173e-07,4.07465101341633e-05,1386597.05853425,3798.89605077878,2.11611281087741,"Above"
880,0.76,10000,15.6,95,110.6,2.36451997056565e-06,0.000863049789256463,293144.988914654,803.136955930558,3.33962149029963e-07,0.000121896184395937,41403.4694965517,113.434163004251,7.08020348244168,"Above"
880,0.76,10000,156,95,251,2.3869563112149e-05,0.00871239053593438,29038.9554808044,79.5587821391902,3.22521140445001e-06,0.00117720216262425,3923.69018025041,10.7498361102751,7.40092977446836,"Above"
880,0.76,10000,1555,95,1650,0.000263838915372599,0.0963012041109985,2627.16051413821,7.19770003873483,3.96855807934135e-05,0.0144852369895959,395.166841456497,1.08264888070273,6.64823117358503,"Above"
880,0.76,1e+05,1.56,95,96.56,2.33547920363781e-08,8.52449909327801e-06,29679013.1755521,81312.3648645263,1.10242208148431e-08,4.02384059741772e-06,14009458.7142667,38382.0786692237,2.11849820759514,"Above"
880,0.76,1e+05,15.6,95,110.6,2.33569522850495e-07,8.52528758404306e-05,2967626.82091713,8130.48444086885,3.25454831352714e-08,1.18791013443741e-05,413507.924635181,1132.89842365803,7.17671087811759,"Above"
880,0.76,1e+05,156,95,251,2.33785841189794e-06,0.000853318320342748,296488.092278107,812.296143227691,3.08505943152831e-07,0.000112604669250783,39124.8409554386,107.191345083393,7.57800121451724,"Above"
880,0.76,1e+05,1555,95,1650,2.35214607710391e-05,0.00858533318142927,29468.713159745,80.7362004376575,3.13120455612935e-06,0.00114288966298721,3922.90979745074,10.7476980752075,7.5119527802793,"Above"
890,0.56,3700,1.56,95,96.56,8.86950379908634e-07,0.000323736888666651,781494.879827829,2141.081862542,4.3570268943009e-07,0.000159031481641983,383899.064288022,1051.77825832335,2.03567800113602,"Above"
890,0.56,3700,15.6,95,110.6,8.90116877797405e-06,0.00324892660396053,77871.4793359653,213.346518728672,1.73899104680114e-06,0.000634731732082418,15213.4858628336,41.6807831858455,5.11858229192591,"Above"
890,0.56,3700,156,95,251,9.23536443179876e-05,0.0337090801760655,7505.35818785163,20.5626251721962,1.82243849059605e-05,0.0066519004906756,1481.05185759161,4.0576763221688,5.0675863572099,"Above"
890,0.56,3700,1555,95,1650,0.00173520281925237,0.633349029027113,399.461764855014,1.09441579412333,0.000783685425569854,0.286045180332997,180.412548732585,0.49428095543174,2.21415731700079,"Above"
890,0.56,10000,1.56,95,96.56,3.18448208919304e-07,0.000116233596255546,2176640.22326341,5963.39787195454,1.55540888692168e-07,5.67724243726415e-05,1063144.79154537,2912.72545628869,2.04736009673666,"Above"
890,0.56,10000,15.6,95,110.6,3.18855083509642e-06,0.00116382105481019,217386.272450314,595.578828630997,5.98649710615836e-07,0.00021850714437478,40814.2243372138,111.819792704695,5.32623799620036,"Above"
890,0.56,10000,156,95,251,3.23001602534047e-05,0.0117895584924927,21459.5585632391,58.7933111321618,5.96369679866746e-06,0.00217674933151362,3962.15683452888,10.8552242041887,5.4161305216962,"Above"
890,0.56,10000,1555,95,1650,0.000372967630631026,0.136133185180324,1858.46471284172,5.09168414477183,8.04760966297897e-05,0.0293737752698732,401.005271049018,1.09864457821649,4.63451442416213,"Above"
890,0.56,1e+05,1.56,95,96.56,3.13537866885896e-08,1.14441321413352e-05,22107287.6282659,60567.9113103176,1.52784996420283e-08,5.57665236934035e-06,10772739.811922,29514.3556491014,2.05215089329459,"Above"
890,0.56,1e+05,15.6,95,110.6,3.13577245397029e-07,0.000114455694569916,2210451.14316994,6056.03052923272,5.78723995924545e-08,2.11234258512459e-05,407950.875629258,1117.67363186098,5.41842480362459,"Above"
890,0.56,1e+05,156,95,251,3.13971757270568e-06,0.00114599691403757,220767.366652861,604.842100418797,5.62590853228578e-07,0.000205345661428431,39558.2399671787,108.378739636106,5.58081873298788,"Above"
890,0.56,1e+05,1555,95,1650,3.16957393619247e-05,0.0115689448671025,21868.7809312505,59.9144683047959,5.75040404500596e-06,0.00209889747642718,3967.5467068447,10.8699909776567,5.51191518262989,"Above"
890,0.76,3700,1.56,95,96.56,6.453118808287e-07,0.000235538836502475,1074127.41211244,2942.81482770533,3.0595909746515e-07,0.00011167507057478,509271.661247687,1395.26482533613,2.10914428162151,"Above"
890,0.76,3700,15.6,95,110.6,6.46985764009438e-06,0.00236149803863445,107134.842699543,293.520116985048,9.48526020635301e-07,0.000346211997531885,15706.7112864177,43.0320857162129,6.82095957237,"Above"
890,0.76,3700,156,95,251,6.64387901424972e-05,0.0242501584020115,10432.8687965764,28.5832021824011,9.51981899038688e-06,0.00347473393149121,1494.89510993268,4.09560304091146,6.97899720673125,"Above"
890,0.76,3700,1555,95,1650,0.000954365923611788,0.348343562118303,726.290789948511,1.98983778068085,0.000209036178343031,0.0762982050952064,159.080544831287,0.435837109126815,4.56555382506879,"Above"
890,0.76,10000,1.56,95,96.56,2.33576440333185e-07,8.52554007216125e-05,2967538.93316983,8130.24365252007,1.10379956650958e-07,4.02886841775996e-05,1402353.84329032,3842.06532408308,2.11611281087741,"Above"
890,0.76,10000,15.6,95,110.6,2.33795233044694e-06,0.000853352600613132,296476.181970502,812.26351224795,3.30209765332997e-07,0.000120526564346544,41873.9634681034,114.723187583845,7.08020348244168,"Above"
890,0.76,10000,156,95,251,2.36013657738102e-05,0.00861449850744073,29368.9436112681,80.4628592089537,3.18897307406293e-06,0.00116397517203297,3968.27756866235,10.8719933388009,7.40092977446836,"Above"
890,0.76,10000,1555,95,1650,0.000260874433177401,0.0952191681097514,2657.01461088978,7.27949208462955,3.92396753912403e-05,0.0143224815178027,399.657373745775,1.09495170889253,6.64823117358503,"Above"
890,0.76,1e+05,1.56,95,96.56,2.3092378642711e-08,8.4287182045895e-06,30016274.6889106,82236.3690107141,1.09003531652381e-08,3.9786289053119e-06,14168657.108747,38818.2386541012,2.11849820759515,"Above"
890,0.76,1e+05,15.6,95,110.6,2.30945146189253e-07,8.42949783590775e-05,3001349.85297301,8222.87630951509,3.21798035494818e-08,1.17456282955609e-05,418206.878324217,1145.77226938142,7.1767108781176,"Above"
890,0.76,1e+05,156,95,251,2.31159033985414e-06,0.000843730474046762,299857.275144904,821.526781218914,3.05039584241002e-07,0.000111339448247966,39569.4414208413,108.40942855025,7.57800121451724,"Above"
890,0.76,1e+05,1555,95,1650,2.325717469496e-05,0.0084888687636604,29803.5849001966,81.6536572608127,3.09602248246498e-06,0.00113004820609972,3967.48831787632,10.8698310078803,7.5119527802793,"Above"
900,0.56,3700,1.56,95,96.56,8.77095375687427e-07,0.000320139812125911,790275.721174209,2165.13896212112,4.30861548436422e-07,0.000157264465179294,388212.536920472,1063.59599156294,2.03567800113602,"Above"
900,0.56,3700,15.6,95,110.6,8.80226690266322e-06,0.00321282741947208,78746.4397779424,215.7436706245,1.71966892405891e-06,0.000627679157281502,15384.4239062362,42.149106592428,5.11858229192591,"Above"
900,0.56,3700,156,95,251,9.13274927144544e-05,0.0333345348407759,7589.68805513086,20.7936659044681,1.80218917403388e-05,0.00657799048522365,1497.69288969938,4.10326819095721,5.0675863572099,"Above"
900,0.56,3700,1555,95,1650,0.00171592278792734,0.626311817593479,403.950099291587,1.10671260079887,0.000774977809730189,0.282866900551519,182.439656021715,0.499834674032096,2.21415731700078,"Above"
900,0.56,10000,1.56,95,96.56,3.14909895486867e-07,0.000114942111852706,2201096.85498547,6030.40234242594,1.53812656595589e-07,5.61416196573899e-05,1075090.23864139,2945.45270860654,2.04736009673666,"Above"
900,0.56,10000,15.6,95,110.6,3.15312249248423e-06,0.00115088970975675,219828.814837396,602.270725581907,5.91998047164549e-07,0.00021607928721506,41272.8111275196,113.076194869917,5.32623799620036,"Above"
900,0.56,10000,156,95,251,3.19412695839225e-05,0.0116585633981317,21700.6771987811,59.4539101336468,5.89743350090449e-06,0.00215256322783014,4006.67545064718,10.9771930154717,5.4161305216962,"Above"
900,0.56,10000,1555,95,1650,0.000368823545846236,0.134620594233876,1879.3463388287,5.14889407898275,7.95819177783476e-05,0.0290473999890969,405.510948251816,1.11098889932004,4.63451442416213,"Above"
900,0.56,1e+05,1.56,95,96.56,3.10054112809386e-08,1.13169751175426e-05,22355684.1184712,61248.4496396471,1.51087385348947e-08,5.51468956523657e-06,10893781.8322807,29845.9776226868,2.05215089329459,"Above"
900,0.56,1e+05,15.6,95,110.6,3.10093053781507e-07,0.00011318396463025,2235287.67286848,6124.07581607804,5.72293729303161e-08,2.08887211195654e-05,412534.593332958,1130.23176255605,5.41842480362459,"Above"
900,0.56,1e+05,156,95,251,3.10483182189784e-06,0.00113326361499271,223247.898862443,611.638079075188,5.5633984374826e-07,0.000203064042968115,40002.7145735515,109.596478283703,5.58081873298788,"Above"
900,0.56,1e+05,1555,95,1650,3.13435644801255e-05,0.0114404010352458,22114.4975709275,60.5876645778835,5.68651066672812e-06,0.00207557639335576,4012.1258833261,10.9921257077427,5.51191518262989,"Above"
900,0.76,3700,1.56,95,96.56,6.38141748819492e-07,0.000232921738319115,1086196.25943955,2975.88016284808,3.0255955193776e-07,0.000110434236457282,514993.814744852,1410.94195820507,2.10914428162151,"Above"
900,0.76,3700,15.6,95,110.6,6.39797033298222e-06,0.00233525917153851,108338.604977066,296.818095827577,9.37986842628242e-07,0.000342365197559308,15883.1911885123,43.5155922972939,6.82095957236999,"Above"
900,0.76,3700,156,95,251,6.57005813631361e-05,0.0239807121975447,10550.0920414817,28.9043617574842,9.41404322382703e-06,0.00343612577669687,1511.69168420159,4.14162105260709,6.97899720673125,"Above"
900,0.76,3700,1555,95,1650,0.000943761857793879,0.344473078094766,734.451360622089,2.01219550855367,0.00020671355413922,0.0754504472608152,160.867966683324,0.440734155296779,4.56555382506879,"Above"
900,0.76,10000,1.56,95,96.56,2.30981146551705e-07,8.43081184913724e-05,3000882.06725039,8221.59470479558,1.09153512688169e-07,3.98410321311819e-05,1418110.6280464,3885.23459738739,2.11611281087741,"Above"
900,0.76,10000,15.6,95,110.6,2.31197508233086e-06,0.000843870905050764,299807.37502635,821.390068565343,3.26540767940408e-07,0.000119187380298249,42344.4574396552,116.012212163439,7.08020348244168,"Above"
900,0.76,10000,156,95,251,2.33391283763234e-05,0.00851878185735806,29698.9317417318,81.3669362787172,3.15354003990667e-06,0.00115104211456594,4012.86495707428,10.9941505673268,7.40092977446836,"Above"
900,0.76,10000,1555,95,1650,0.000257975828364319,0.0941611773529764,2686.86870764136,7.36128413052426,3.88036789980043e-05,0.0141633428342716,404.147906035053,1.10725453708234,6.64823117358503,"Above"
900,0.76,1e+05,1.56,95,96.56,2.28357966577919e-08,8.33506578009406e-06,30353536.2022692,83160.3731569019,1.07792381300688e-08,3.9344219174751e-06,14327855.5032273,39254.3986389788,2.11849820759515,"Above"
900,0.76,1e+05,15.6,95,110.6,2.28379089009373e-07,8.33583674884211e-05,3035072.88502888,8315.26817816132,3.18222501767098e-08,1.16151213144991e-05,422905.832013253,1158.6461151048,7.17671087811759,"Above"
900,0.76,1e+05,156,95,251,2.28590600274465e-06,0.000834355691001798,303226.458011701,830.757419210138,3.01650255527213e-07,0.000110102343267433,40014.041886244,109.627512017107,7.57800121451723,"Above"
900,0.76,1e+05,1555,95,1650,2.29987616427938e-05,0.00839454799961973,30138.4566406483,82.5711140839679,3.06162223265981e-06,0.00111749211492083,4012.06683830189,10.9919639405531,7.5119527802793,"Above"
910,0.56,3700,1.56,95,96.56,8.67456964965587e-07,0.000316621792212439,799056.562520589,2189.19606170024,4.26126806145912e-07,0.000155536284243258,392526.009552921,1075.41372480252,2.03567800113602,"Above"
910,0.56,3700,15.6,95,110.6,8.70553869494165e-06,0.0031775216236537,79621.4002199196,218.140822520328,1.70077146335497e-06,0.000620781584124563,15555.3619496389,42.6174299990106,5.11858229192591,"Above"
910,0.56,3700,156,95,251,9.03238938934165e-05,0.032968221271097,7674.01792241009,21.02470663674,1.78238489739614e-05,0.00650570487549591,1514.33392180715,4.14886005974563,5.0675863572099,"Above"
910,0.56,3700,1555,95,1650,0.00169706649355451,0.619429270147397,408.43843372816,1.11900940747441,0.000766461570062824,0.279758473072931,184.466763310845,0.505388392632453,2.21415731700078,"Above"
910,0.56,10000,1.56,95,96.56,3.11449347184813e-07,0.000113679011722457,2225553.48670753,6097.40681289734,1.52122407622011e-07,5.5524678782034e-05,1087035.6857374,2978.17996092439,2.04736009673666,"Above"
910,0.56,10000,15.6,95,110.6,3.11847279476463e-06,0.00113824257008909,222271.357224478,608.962622532817,5.85492574118785e-07,0.000213704789553356,41731.3979178254,114.332597035138,5.32623799620036,"Above"
910,0.56,10000,156,95,251,3.15902666214618e-05,0.0115304473168335,21941.7958343231,60.1145091351317,5.83262653935609e-06,0.00212890868686497,4051.19406676548,11.0991618267547,5.4161305216962,"Above"
910,0.56,10000,1555,95,1650,0.000364770539847926,0.133141247044493,1900.22796481569,5.20610401319367,7.87073912093547e-05,0.0287281977914145,410.016625454614,1.1233332204236,4.63451442416213,"Above"
910,0.56,1e+05,1.56,95,96.56,3.06646924756535e-08,1.11926127536135e-05,22604080.6086764,61928.9879689765,1.49427084411046e-08,5.4540885810032e-06,11014823.8526394,30177.5995962722,2.05215089329459,"Above"
910,0.56,1e+05,15.6,95,110.6,3.06685437805886e-07,0.000111940184799148,2260124.20256702,6192.12110292335,5.66004787222907e-08,2.06591747336361e-05,417118.311036658,1142.78989325112,5.41842480362459,"Above"
910,0.56,1e+05,156,95,251,3.07071279088797e-06,0.00112081016867411,225728.431072026,618.434057731579,5.50226219091686e-07,0.000200832569968465,40447.1891799243,110.8142169313,5.58081873298788,"Above"
910,0.56,1e+05,1555,95,1650,3.09991297056187e-05,0.0113146823425508,22360.2142106045,61.2608608509711,5.62402153852232e-06,0.00205276786156064,4056.7050598075,11.1142604378288,5.51191518262989,"Above"
910,0.76,3700,1.56,95,96.56,6.31129202129168e-07,0.000230362158777146,1098265.10676666,3008.94549799084,2.99234721696686e-07,0.00010922067341929,520715.968242017,1426.61909107402,2.10914428162151,"Above"
910,0.76,3700,15.6,95,110.6,6.32766296668571e-06,0.00230959698284028,109542.367254589,300.116074670106,9.27679294907053e-07,0.000338602942641074,16059.6710906069,43.999098878375,6.82095957237,"Above"
910,0.76,3700,156,95,251,6.49785969525522e-05,0.0237171878876815,10667.3152863871,29.2255213325674,9.31059219938937e-06,0.00339836615277712,1528.4882584705,4.18763906430273,6.97899720673125,"Above"
910,0.76,3700,1555,95,1650,0.000933390848367573,0.340687659654164,742.611931295668,2.03455323642649,0.000204441976621206,0.0746213214667403,162.655388535361,0.445631201466743,4.56555382506879,"Above"
910,0.76,10000,1.56,95,96.56,2.28442892193994e-07,8.33816556508078e-05,3034225.20133095,8312.94575707108,1.0795402353775e-07,3.94032185912788e-05,1433867.41280247,3928.40387069169,2.11611281087741,"Above"
